#{"t_start": 1706187320.441495, "env_id": null}
r,l,t
0.0,50,55422.615206
3.0,14,55423.353817
0.0,50,55424.463154
1.0,5,55424.599642
0.0,50,55425.392416
0.0,50,55427.456066
1.0,2,55427.53936
2.0,4,55427.579608
2.0,6,55427.785874
2.0,15,55428.289209
0.0,50,55429.950007
1.0,28,55430.093794
2.0,2,55430.187967
4.0,17,55430.521185
3.0,3,55430.602726
1.0,8,55430.757484
2.0,3,55430.856027
1.0,3,55430.886165
1.0,50,55432.146283
2.0,9,55432.249506
1.0,25,55432.395267
0.0,50,55433.410506
3.0,7,55433.569118
0.0,50,55434.206795
1.0,3,55434.294894
2.0,31,55434.433966
4.0,13,55434.666543
1.0,2,55434.685722
4.0,29,55434.958822
0.0,50,55435.908752
0.0,50,55437.210111
3.0,5,55437.327945
0.0,50,55439.735898
2.0,18,55440.039899
2.0,30,55440.324317
2.0,16,55440.463572
1.0,50,55442.250896
0.0,50,55443.863108
1.0,9,55444.055615
3.0,3,55444.110204
1.0,6,55444.153478
1.0,1,55444.177975
2.0,3,55444.269011
1.0,1,55444.296852
1.0,1,55444.323918
4.0,15,55444.690761
4.0,24,55445.003291
1.0,3,55445.060109
1.0,21,55445.182808
2.0,6,55445.24119
2.0,3,55445.35057
2.0,8,55445.443775
2.0,14,55445.654944
2.0,5,55445.686323
4.0,20,55445.969252
0.0,50,55447.515193
1.0,3,55447.641119
0.0,50,55448.956326
1.0,1,55449.008786
3.0,28,55449.578004
4.0,25,55449.886427
0.0,50,55451.401515
0.0,50,55452.204406
2.0,4,55452.286166
0.0,50,55452.781219
2.0,10,55453.117908
3.0,23,55453.586191
1.0,50,55455.724219
4.0,6,55455.845868
3.0,18,55456.128511
2.0,6,55456.31354
2.0,12,55456.401705
0.0,50,55458.959601
0.0,50,55460.419511
1.0,50,55500.187939
1.0,8,55500.228586
0.0,50,55500.913394
0.0,50,55502.470493
1.0,1,55502.486337
1.0,50,55503.021782
4.0,29,55503.484624
1.0,50,55504.173637
1.0,7,55504.326953
5.0,41,55504.993631
2.0,3,55505.007549
0.0,50,55506.197388
3.0,50,55508.160198
1.0,13,55508.214615
0.0,50,55509.160518
6.0,41,55509.571648
2.0,15,55509.683114
0.0,50,55510.36797
2.0,12,55510.588022
1.0,1,55510.592738
0.0,50,55511.505274
5.0,23,55511.990983
2.0,5,55512.045728
2.0,43,55512.93004
1.0,50,55513.473813
3.0,6,55513.599891
1.0,7,55513.658763
4.0,6,55513.772569
1.0,50,55514.293505
3.0,6,55514.438104
0.0,50,55516.561292
1.0,1,55516.583934
5.0,10,55516.775805
3.0,4,55516.8352
5.0,35,55517.147053
0.0,50,55518.895936
0.0,50,55519.953717
0.0,50,55522.087834
2.0,8,55522.245917
2.0,45,55523.84476
3.0,18,55523.942957
0.0,50,55524.667009
2.0,8,55524.974346
1.0,3,55525.000361
1.0,50,55525.210474
1.0,1,55525.216302
1.0,2,55525.235978
0.0,50,55525.801948
2.0,2,55525.83024
4.0,10,55525.933599
3.0,13,55526.162356
5.0,9,55526.278683
2.0,7,55526.407449
1.0,3,55526.431684
3.0,11,55526.632053
2.0,27,55526.984813
3.0,3,55527.048012
0.0,50,55528.860562
2.0,24,55529.172179
0.0,50,55529.7101
4.0,12,55529.910139
0.0,50,55531.760791
3.0,8,55531.89903
1.0,8,55531.965661
2.0,6,55532.041713
3.0,50,55532.648447
3.0,7,55532.904549
3.0,36,55533.381856
0.0,50,55534.067927
2.0,20,55534.234517
0.0,50,55535.934758
0.0,50,55536.397879
1.0,50,55537.460741
0.0,50,55538.510906
3.0,11,55538.617413
0.0,50,55539.364871
2.0,50,55577.536933
0.0,50,55579.902243
2.0,50,55580.21181
0.0,50,55580.760564
3.0,49,55581.402295
2.0,14,55581.613433
3.0,3,55581.723646
1.0,1,55581.736637
1.0,50,55583.936222
2.0,50,55584.681605
2.0,35,55584.830935
1.0,7,55584.915894
0.0,50,55586.751593
2.0,8,55586.863785
0.0,50,55588.324145
3.0,20,55588.518167
1.0,1,55588.545681
2.0,9,55588.651797
2.0,8,55588.849829
2.0,50,55589.569175
1.0,9,55589.614286
0.0,50,55591.047436
2.0,36,55591.346335
0.0,50,55592.79408
4.0,28,55593.410168
0.0,50,55594.047873
2.0,2,55594.130786
4.0,22,55594.514545
0.0,50,55595.076842
2.0,4,55595.120263
3.0,9,55595.404609
1.0,22,55595.572317
2.0,22,55595.751126
1.0,1,55595.7636
1.0,7,55595.793275
3.0,41,55596.302309
2.0,50,55596.689484
1.0,50,55598.218312
0.0,50,55600.354071
0.0,50,55601.413446
0.0,50,55602.336692
0.0,50,55603.658049
3.0,14,55603.889411
1.0,8,55603.996911
2.0,11,55604.16632
2.0,3,55604.251192
2.0,6,55604.295508
0.0,50,55605.125194
1.0,50,55606.380211
3.0,10,55606.577525
4.0,25,55607.044945
1.0,4,55607.067314
4.0,14,55607.302017
3.0,50,55608.213215
3.0,50,55609.201934
3.0,28,55609.818599
1.0,50,55610.272905
2.0,9,55610.342563
1.0,9,55610.432477
3.0,20,55610.600236
1.0,50,55611.139327
5.0,23,55611.426857
3.0,22,55613.195343
2.0,5,55613.264338
2.0,9,55613.314978
1.0,4,55613.376296
0.0,50,55614.210974
1.0,2,55614.248883
0.0,50,55614.974615
2.0,23,55615.251705
4.0,7,55615.414032
1.0,50,55616.286349
1.0,50,55655.673347
3.0,11,55655.748322
3.0,13,55655.813059
1.0,1,55655.837139
2.0,50,55657.16298
0.0,50,55658.191901
3.0,7,55658.342502
3.0,19,55658.721182
2.0,6,55658.939815
4.0,11,55659.083607
4.0,10,55659.345535
2.0,50,55660.461315
0.0,50,55662.743683
1.0,50,55663.108596
2.0,50,55663.417905
3.0,7,55663.484719
0.0,50,55664.781297
3.0,21,55665.201393
0.0,50,55666.502997
4.0,14,55666.692925
2.0,44,55667.94406
2.0,6,55668.190719
3.0,7,55668.442812
2.0,4,55668.470124
0.0,50,55669.322513
0.0,50,55670.603095
2.0,50,55672.155972
0.0,50,55672.79893
2.0,14,55672.903021
0.0,50,55673.876274
3.0,50,55674.837776
2.0,17,55675.414145
2.0,17,55675.826565
2.0,50,55677.24396
0.0,50,55678.302631
3.0,22,55678.970985
0.0,50,55680.563054
1.0,50,55681.944289
0.0,50,55682.295042
2.0,39,55682.59239
3.0,23,55682.927334
1.0,50,55683.929208
1.0,1,55683.951801
2.0,18,55684.832382
3.0,18,55685.083103
2.0,17,55685.280341
5.0,42,55686.586845
1.0,1,55686.600746
3.0,20,55686.912419
4.0,6,55686.994425
3.0,49,55687.697007
2.0,4,55687.768373
1.0,50,55688.408077
4.0,21,55688.555792
3.0,50,55691.036439
0.0,50,55691.855441
2.0,3,55691.948706
1.0,1,55692.00949
2.0,4,55692.130104
3.0,50,55693.166012
4.0,37,55693.429725
0.0,50,55694.047958
1.0,50,55694.633
4.0,9,55694.764817
0.0,50,55695.364735
1.0,6,55695.474073
0.0,50,55697.514367
0.0,50,55698.286067
0.0,50,55737.715408
1.0,7,55737.79468
3.0,5,55737.820452
3.0,3,55737.897358
0.0,50,55738.928788
3.0,3,55738.991341
2.0,8,55739.16466
4.0,4,55739.293779
4.0,29,55739.955158
3.0,50,55741.009382
2.0,2,55741.111718
2.0,3,55741.159234
1.0,8,55741.222327
0.0,50,55742.009178
1.0,50,55742.561465
1.0,50,55743.159075
2.0,50,55745.032488
2.0,8,55745.084917
0.0,50,55745.785014
3.0,35,55746.347036
0.0,50,55748.506676
0.0,50,55748.87409
3.0,6,55748.957568
2.0,26,55749.54181
2.0,18,55750.278721
1.0,50,55750.54772
0.0,50,55751.081027
3.0,5,55751.101899
2.0,13,55751.655216
1.0,5,55751.802147
0.0,50,55753.398682
3.0,14,55753.656426
2.0,50,55755.292869
1.0,1,55755.380231
4.0,14,55755.679988
2.0,33,55755.960927
3.0,14,55756.253423
0.0,50,55756.768061
0.0,50,55758.790499
2.0,6,55758.814403
4.0,20,55759.026435
1.0,50,55760.273508
2.0,50,55761.891676
2.0,6,55762.169218
4.0,28,55762.624299
0.0,50,55763.194831
2.0,43,55763.975133
2.0,6,55764.050641
2.0,5,55764.195173
0.0,50,55765.02559
2.0,6,55765.269098
2.0,6,55765.297444
2.0,11,55765.444011
1.0,3,55765.547125
2.0,6,55765.810348
1.0,17,55765.886111
3.0,9,55765.923116
2.0,11,55766.126089
0.0,50,55767.39612
1.0,50,55768.181053
5.0,21,55768.683543
1.0,50,55769.999494
0.0,50,55771.334462
0.0,50,55772.07618
3.0,50,55772.591793
2.0,50,55773.415967
4.0,19,55773.68415
2.0,9,55773.966749
3.0,19,55774.129591
0.0,50,55775.214337
3.0,16,55775.478655
4.0,7,55775.586185
1.0,50,55775.83695
2.0,5,55776.000851
4.0,6,55776.153084
0.0,50,55777.298844
3.0,33,55813.492788
0.0,50,55814.033253
3.0,19,55814.238078
2.0,5,55814.511461
0.0,50,55815.336158
0.0,50,55816.332097
0.0,50,55817.499261
3.0,22,55817.732228
2.0,3,55817.750073
0.0,50,55818.732257
3.0,20,55818.994265
0.0,50,55820.012098
0.0,50,55820.758757
1.0,2,55820.836764
1.0,1,55820.851801
1.0,50,55821.924503
0.0,50,55822.520392
2.0,2,55822.585165
0.0,50,55823.731237
2.0,50,55825.060595
1.0,50,55825.627953
1.0,50,55827.533438
1.0,6,55827.601659
2.0,50,55828.384298
1.0,10,55828.436317
1.0,50,55830.197127
1.0,4,55830.366777
2.0,2,55830.40735
1.0,1,55830.41671
1.0,50,55831.501841
2.0,10,55831.5975
0.0,50,55832.989459
2.0,15,55833.260039
1.0,22,55833.534811
2.0,50,55834.110276
3.0,13,55834.305073
0.0,50,55835.475166
5.0,41,55835.786215
1.0,10,55835.942032
0.0,50,55837.857519
2.0,3,55838.01554
2.0,11,55838.309775
2.0,7,55838.509402
1.0,4,55838.659605
3.0,21,55838.953406
2.0,50,55839.468478
0.0,50,55840.413571
1.0,4,55840.459978
0.0,50,55841.342483
0.0,50,55841.922653
3.0,28,55842.237823
0.0,50,55843.050468
0.0,50,55843.812429
1.0,3,55843.828898
0.0,50,55845.329
3.0,7,55845.434816
3.0,7,55845.543085
0.0,50,55846.940049
3.0,14,55847.049365
0.0,50,55848.170223
4.0,6,55848.382823
4.0,30,55848.654601
1.0,5,55848.684373
0.0,50,55850.356209
1.0,50,55851.339102
3.0,13,55851.460022
5.0,28,55851.974326
2.0,2,55852.009593
4.0,34,55852.479626
3.0,17,55852.776486
4.0,35,55895.850638
2.0,9,55896.017539
4.0,19,55896.538663
1.0,50,55898.343989
4.0,50,55900.126941
3.0,17,55900.43408
2.0,6,55900.598935
3.0,25,55900.945273
2.0,50,55902.082501
1.0,50,55902.77403
0.0,50,55903.570533
1.0,3,55903.689562
0.0,50,55904.756212
2.0,7,55904.805908
1.0,50,55905.731612
0.0,50,55912.434867
1.0,4,55912.671679
5.0,28,55913.068991
2.0,3,55913.101421
2.0,36,55913.799755
1.0,50,55915.371138
1.0,2,55915.445001
1.0,50,55915.934789
0.0,50,55916.93433
1.0,12,55917.078155
3.0,5,55917.19281
3.0,7,55917.278021
3.0,17,55917.574512
4.0,22,55918.331748
1.0,50,55919.145337
0.0,50,55919.50974
1.0,3,55919.523947
1.0,28,55919.70394
1.0,50,55921.197298
0.0,50,55922.06719
1.0,50,55922.905639
1.0,3,55922.948783
0.0,50,55923.516383
0.0,50,55925.323083
2.0,22,55925.725201
2.0,5,55925.839005
1.0,2,55925.903361
4.0,35,55926.288712
4.0,5,55926.349064
4.0,25,55926.544959
0.0,50,55927.187416
0.0,50,55928.128165
2.0,10,55928.295309
4.0,17,55928.547683
0.0,50,55929.210674
2.0,14,55929.313136
0.0,50,55930.054773
1.0,50,55931.18332
2.0,4,55931.212229
1.0,50,55932.063802
1.0,3,55932.085249
1.0,50,55935.095743
1.0,25,55935.211361
3.0,7,55935.417564
1.0,1,55935.448032
2.0,50,55936.342766
4.0,7,55936.493626
3.0,10,55936.737291
3.0,4,55936.821497
1.0,16,55936.959229
2.0,50,55937.35634
2.0,5,55937.547856
0.0,50,55938.007546
0.0,50,55938.542381
1.0,3,55938.569987
0.0,50,55940.91681
0.0,50,55942.261714
3.0,16,55942.429338
2.0,3,55942.486505
3.0,10,55983.162719
1.0,1,55983.192868
2.0,50,55984.857015
3.0,17,55985.063988
0.0,50,55985.65105
0.0,50,55986.724257
1.0,50,55987.437
0.0,50,55988.510494
0.0,50,55989.475323
1.0,50,55990.929195
0.0,50,55992.853432
1.0,1,55992.900415
2.0,42,55993.210495
3.0,3,55993.255648
1.0,8,55993.308841
0.0,50,55994.576668
2.0,2,55994.59836
2.0,8,55994.654399
3.0,17,55995.003523
3.0,7,55995.09792
0.0,50,55996.242286
1.0,50,55997.699968
0.0,50,55999.446428
2.0,8,55999.646199
3.0,15,55999.874422
0.0,50,56000.09301
0.0,50,56001.808881
4.0,9,56002.019392
0.0,50,56003.159516
1.0,11,56003.316647
1.0,1,56003.346054
1.0,21,56003.596995
1.0,1,56003.604671
3.0,6,56003.773545
2.0,10,56004.077689
2.0,5,56004.124097
2.0,50,56004.388145
0.0,50,56004.964353
3.0,6,56005.12467
3.0,5,56005.172378
2.0,2,56005.190913
2.0,28,56005.35116
0.0,50,56005.831741
2.0,40,56006.593792
3.0,17,56006.74663
0.0,50,56008.694266
0.0,50,56013.046165
1.0,2,56013.127856
1.0,12,56013.290198
2.0,2,56013.335592
4.0,9,56013.573674
2.0,16,56013.723106
1.0,50,56014.624339
2.0,2,56014.703116
3.0,15,56014.807192
3.0,9,56014.931779
0.0,50,56015.465526
2.0,50,56017.001959
2.0,50,56018.228212
0.0,50,56019.937586
1.0,50,56021.412095
5.0,16,56021.695424
1.0,1,56021.718987
6.0,44,56022.453735
0.0,50,56023.811742
3.0,24,56024.219376
0.0,50,56025.918651
1.0,4,56025.998831
2.0,37,56026.932462
1.0,4,56026.986629
3.0,3,56027.064577
0.0,50,56027.902282
3.0,10,56028.014175
0.0,50,56028.99159
2.0,50,56071.435049
0.0,50,56073.054732
0.0,50,56074.39099
4.0,13,56074.784141
2.0,15,56075.222699
1.0,50,56075.55976
0.0,50,56076.387963
1.0,50,56077.546655
2.0,2,56077.598058
3.0,45,56077.912237
3.0,5,56078.076657
0.0,50,56078.764361
1.0,2,56078.855265
3.0,5,56078.99286
1.0,50,56079.680226
0.0,50,56080.418914
1.0,1,56080.429132
0.0,50,56081.390113
4.0,13,56081.708261
5.0,9,56081.812937
1.0,50,56082.702941
0.0,50,56083.791584
0.0,50,56084.696271
1.0,49,56085.196625
2.0,2,56085.20739
5.0,27,56085.71085
1.0,50,56087.579518
3.0,24,56088.030538
3.0,8,56088.314905
4.0,20,56088.531466
0.0,50,56089.108059
1.0,3,56089.184701
5.0,30,56089.626455
2.0,8,56089.838301
1.0,50,56090.531717
3.0,50,56091.418087
4.0,14,56091.648082
3.0,9,56091.766779
2.0,29,56091.948229
4.0,50,56092.377412
1.0,8,56092.489198
0.0,50,56094.393886
3.0,12,56094.552151
0.0,50,56096.437425
0.0,50,56098.561943
2.0,5,56098.628304
0.0,50,56100.226753
1.0,50,56101.474719
0.0,50,56102.52564
1.0,6,56102.55513
4.0,25,56103.005915
3.0,22,56103.502664
0.0,50,56104.005422
2.0,35,56104.888277
0.0,50,56105.605154
0.0,50,56106.504481
2.0,50,56106.930753
3.0,26,56107.492209
5.0,27,56107.896381
4.0,6,56108.013633
3.0,8,56108.238632
0.0,50,56108.958421
1.0,50,56109.252941
3.0,19,56109.772612
1.0,3,56109.784986
4.0,20,56110.122969
2.0,4,56110.147346
0.0,50,56151.714674
2.0,20,56152.156942
4.0,36,56152.612908
2.0,4,56152.712421
4.0,16,56152.803957
0.0,50,56153.369509
4.0,30,56153.957669
1.0,6,56154.123471
6.0,39,56154.707541
4.0,34,56155.146934
2.0,3,56155.210635
1.0,1,56155.241287
0.0,50,56156.248172
2.0,9,56156.381583
2.0,31,56157.437363
2.0,50,56158.022506
3.0,22,56158.795718
2.0,2,56158.934855
1.0,50,56160.454208
0.0,50,56161.560518
1.0,3,56161.60424
1.0,50,56162.343182
2.0,6,56162.457344
3.0,20,56162.770162
3.0,8,56162.961004
6.0,13,56163.083664
2.0,6,56163.121128
2.0,4,56163.144413
2.0,7,56163.247858
0.0,50,56163.633654
1.0,50,56164.15204
4.0,35,56164.629081
2.0,16,56165.048649
2.0,13,56165.201675
2.0,28,56166.383606
1.0,50,56167.155377
3.0,24,56168.388272
1.0,5,56168.441655
1.0,26,56168.756821
3.0,20,56169.096296
4.0,19,56169.375593
2.0,26,56169.802239
2.0,2,56169.867358
4.0,8,56169.921787
1.0,1,56169.935045
1.0,50,56170.254721
3.0,5,56170.325377
3.0,26,56170.734986
4.0,30,56171.048164
0.0,50,56172.611274
3.0,28,56172.735182
0.0,50,56173.856871
1.0,50,56175.500898
4.0,17,56175.763072
1.0,2,56175.781519
0.0,50,56176.460157
0.0,50,56177.143749
2.0,2,56177.185957
1.0,1,56177.264274
4.0,18,56177.516995
1.0,50,56179.656228
1.0,50,56180.96674
2.0,29,56181.244384
3.0,4,56181.307895
0.0,50,56182.699834
0.0,50,56183.347298
3.0,41,56183.620086
1.0,23,56183.860425
1.0,50,56184.762295
1.0,7,56184.85974
2.0,50,56186.349784
3.0,21,56186.927157
3.0,12,56186.970475
1.0,50,56187.509706
2.0,50,56188.784649
4.0,16,56189.19663
2.0,3,56189.207683
2.0,2,56189.257941
1.0,4,56189.281828
3.0,31,56189.510891
1.0,50,56224.481502
0.0,50,56225.982334
1.0,1,56225.995146
1.0,19,56226.255427
3.0,7,56226.390728
0.0,50,56226.918829
3.0,11,56227.338684
0.0,50,56228.028839
0.0,50,56229.559496
1.0,3,56229.620857
1.0,50,56231.588236
1.0,1,56231.601201
2.0,40,56232.413137
2.0,3,56232.531164
0.0,50,56233.105349
1.0,50,56234.00031
1.0,4,56234.224475
4.0,19,56234.516742
3.0,12,56234.739104
5.0,39,56235.22556
4.0,8,56235.371569
2.0,10,56235.526692
1.0,1,56235.536003
3.0,8,56235.669717
1.0,50,56236.870517
2.0,8,56236.904628
2.0,50,56237.643148
1.0,50,56239.255747
3.0,13,56239.511423
3.0,12,56239.675575
3.0,5,56239.742167
2.0,7,56239.934102
5.0,18,56240.384509
5.0,45,56240.817785
3.0,20,56241.16252
2.0,50,56242.250035
0.0,50,56243.880516
0.0,50,56245.66846
3.0,17,56245.895805
0.0,50,56246.694149
3.0,19,56247.327609
1.0,32,56247.704485
1.0,2,56247.720477
2.0,50,56248.561197
0.0,50,56250.236923
2.0,50,56250.644787
2.0,10,56250.965085
1.0,1,56250.986144
1.0,50,56252.240986
3.0,5,56252.343483
0.0,50,56253.568999
4.0,9,56253.728679
2.0,28,56254.696684
3.0,3,56254.744713
0.0,50,56256.678015
0.0,50,56257.260834
0.0,50,56259.083156
2.0,18,56259.480138
2.0,21,56260.183504
0.0,50,56261.496331
3.0,11,56261.586706
2.0,50,56262.44823
2.0,50,56262.965145
2.0,35,56263.472196
0.0,50,56264.581221
1.0,1,56264.636719
3.0,7,56264.833231
3.0,19,56265.364464
1.0,50,56266.291014
3.0,9,56266.441291
3.0,27,56266.709458
3.0,9,56266.87375
3.0,48,56267.540365
1.0,50,56312.7858
0.0,50,56313.538232
0.0,50,56315.746003
1.0,9,56315.829775
1.0,15,56316.119466
4.0,11,56316.305854
2.0,6,56316.431615
2.0,5,56316.51772
0.0,50,56317.104403
2.0,2,56317.288114
2.0,16,56317.490768
0.0,50,56318.998906
0.0,50,56321.184023
3.0,6,56321.288054
1.0,5,56321.36503
1.0,2,56321.437889
2.0,50,56322.469025
2.0,50,56323.16662
0.0,50,56324.914452
1.0,3,56325.031496
1.0,2,56325.076237
3.0,14,56325.321125
1.0,3,56325.36092
0.0,50,56326.618168
1.0,50,56328.43056
4.0,32,56328.808053
2.0,2,56328.86624
0.0,50,56330.832079
2.0,4,56330.916535
5.0,8,56331.205978
2.0,8,56331.256644
1.0,3,56331.299451
5.0,23,56331.881213
0.0,50,56334.105143
2.0,50,56334.398202
1.0,50,56335.007693
3.0,10,56335.313279
3.0,13,56335.618172
1.0,50,56338.625636
0.0,50,56341.518672
1.0,50,56342.612571
0.0,50,56345.022507
3.0,20,56345.292075
1.0,1,56345.318933
0.0,50,56345.850497
2.0,50,56346.704415
1.0,17,56346.772482
1.0,18,56347.10665
2.0,50,56348.645936
2.0,14,56349.042285
6.0,22,56349.333082
1.0,50,56350.292151
2.0,13,56350.361318
2.0,11,56350.535311
2.0,3,56350.568176
3.0,13,56351.043808
2.0,7,56351.216195
2.0,8,56351.404281
2.0,9,56351.584705
3.0,30,56352.27986
2.0,34,56352.931823
2.0,6,56353.066275
3.0,40,56353.653915
3.0,14,56354.405508
1.0,1,56354.439292
5.0,41,56355.275598
1.0,50,56355.994638
1.0,1,56356.013245
1.0,50,56356.886854
0.0,50,56358.620945
2.0,5,56358.706555
2.0,7,56358.939716
1.0,50,56360.691986
2.0,2,56360.736224
0.0,50,56361.096748
1.0,3,56361.123021
0.0,50,56362.230178
0.0,50,56363.296189
1.0,50,56405.51312
4.0,8,56405.643938
1.0,50,56406.506085
2.0,2,56406.55101
0.0,50,56408.04419
3.0,5,56408.199967
4.0,46,56408.51826
3.0,17,56408.910976
0.0,50,56409.16091
3.0,16,56409.793814
3.0,16,56410.643156
0.0,50,56411.417767
0.0,50,56412.747431
4.0,25,56413.063216
0.0,50,56413.857098
3.0,20,56413.983415
3.0,50,56414.940573
1.0,50,56415.707393
0.0,50,56416.637662
0.0,50,56417.502158
2.0,6,56417.605984
2.0,50,56418.125092
0.0,50,56418.818491
0.0,50,56419.439404
2.0,50,56420.742221
3.0,5,56420.876448
4.0,14,56421.106657
1.0,50,56421.911247
3.0,38,56422.359765
2.0,7,56422.427343
1.0,1,56422.450796
1.0,50,56423.247241
1.0,50,56425.850493
1.0,50,56426.351812
1.0,4,56426.417522
1.0,50,56427.663227
0.0,50,56428.515015
2.0,50,56432.413832
3.0,17,56432.662802
2.0,19,56433.157262
1.0,1,56433.178916
0.0,50,56434.808834
1.0,1,56434.821342
1.0,50,56435.415731
2.0,15,56435.840239
5.0,41,56436.699522
2.0,7,56436.865052
3.0,9,56437.156507
1.0,11,56437.285708
3.0,7,56437.421523
1.0,1,56437.442611
3.0,5,56437.571072
4.0,8,56437.660351
2.0,5,56437.74809
4.0,15,56437.913418
1.0,50,56438.371624
1.0,50,56440.081508
1.0,50,56440.767956
0.0,50,56442.058251
2.0,22,56442.237498
2.0,6,56442.300768
3.0,14,56442.515851
1.0,50,56443.070991
4.0,14,56443.287971
0.0,50,56443.8971
1.0,1,56443.906905
3.0,35,56444.706725
3.0,9,56444.862712
3.0,15,56445.168718
2.0,50,56446.882836
1.0,50,56485.363252
3.0,50,56486.557886
0.0,50,56487.944615
2.0,5,56488.050613
3.0,6,56488.208394
1.0,50,56489.247073
5.0,7,56489.331905
4.0,21,56489.512563
0.0,50,56490.113345
1.0,50,56490.837954
2.0,50,56491.648604
3.0,9,56491.932475
4.0,9,56491.989978
3.0,34,56492.62658
2.0,3,56492.657192
4.0,8,56492.925987
1.0,3,56492.976011
2.0,28,56493.491664
2.0,50,56495.156729
1.0,50,56495.783979
3.0,13,56495.925928
2.0,9,56496.045829
3.0,29,56496.441682
4.0,24,56497.130562
4.0,40,56498.231112
1.0,1,56498.264491
2.0,6,56498.852611
3.0,21,56499.316198
0.0,50,56500.983333
1.0,50,56501.443764
3.0,7,56501.5824
2.0,16,56501.956316
0.0,50,56502.462563
2.0,24,56503.015963
0.0,50,56503.883958
5.0,23,56504.008313
1.0,12,56504.242641
0.0,50,56506.972597
0.0,50,56508.511973
0.0,50,56509.619899
1.0,50,56510.487495
0.0,50,56511.612895
3.0,44,56513.177358
2.0,17,56513.495673
2.0,3,56513.57558
4.0,37,56514.411086
0.0,50,56514.774936
2.0,3,56514.909281
0.0,50,56515.771886
0.0,50,56516.473254
1.0,1,56516.491868
0.0,50,56517.442014
4.0,8,56517.692035
0.0,50,56518.667169
5.0,31,56519.28488
1.0,50,56519.814453
3.0,10,56519.931645
1.0,50,56520.406144
2.0,50,56521.225862
1.0,50,56522.368648
2.0,19,56522.694411
4.0,25,56523.307606
0.0,50,56524.384387
2.0,50,56525.120298
0.0,50,56526.353699
5.0,11,56567.585068
0.0,50,56568.147662
0.0,50,56569.478616
4.0,4,56569.610147
0.0,50,56571.30213
0.0,50,56572.248424
1.0,50,56573.567609
2.0,31,56574.349582
1.0,4,56574.410553
0.0,50,56574.902411
4.0,4,56574.986607
2.0,2,56575.041443
2.0,3,56575.078087
1.0,50,56575.986155
1.0,50,56576.541723
1.0,50,56577.99858
1.0,50,56579.241277
0.0,50,56580.270213
1.0,25,56580.840443
0.0,50,56581.870509
0.0,50,56582.967238
3.0,8,56583.215544
1.0,50,56588.210306
0.0,50,56589.065928
1.0,1,56589.091497
2.0,50,56590.09238
1.0,3,56590.147078
2.0,50,56590.692859
1.0,50,56590.993801
2.0,22,56591.198311
2.0,15,56591.841779
2.0,17,56592.103504
1.0,2,56592.113351
2.0,3,56592.135594
2.0,36,56592.567065
0.0,50,56594.478822
4.0,13,56594.700643
3.0,12,56594.882463
2.0,4,56595.007735
0.0,50,56597.501125
2.0,48,56597.858737
0.0,50,56598.89975
0.0,50,56600.761463
1.0,15,56601.067551
6.0,24,56601.419348
3.0,6,56601.511726
0.0,50,56602.36913
3.0,23,56603.001489
2.0,8,56603.215591
5.0,14,56603.321097
0.0,50,56605.103631
2.0,50,56605.729396
2.0,5,56605.771929
4.0,17,56606.054885
0.0,50,56606.866719
1.0,9,56607.17443
0.0,50,56608.928901
1.0,50,56610.586576
1.0,50,56611.744724
1.0,6,56611.904253
1.0,50,56612.894404
0.0,50,56614.355419
4.0,33,56614.600209
1.0,15,56615.319778
2.0,8,56615.481832
2.0,50,56656.081093
3.0,50,56656.479438
3.0,9,56657.036662
1.0,50,56657.770731
1.0,50,56661.505411
4.0,6,56661.752755
3.0,3,56661.836985
1.0,50,56663.138197
2.0,3,56663.288339
1.0,1,56663.295445
2.0,50,56664.084059
1.0,50,56665.536829
4.0,11,56665.709925
4.0,8,56665.851146
3.0,39,56666.277296
2.0,50,56667.081753
2.0,50,56668.898614
3.0,8,56668.969856
4.0,32,56669.471796
4.0,11,56669.931692
3.0,6,56670.08991
1.0,1,56670.107187
1.0,3,56670.142669
0.0,50,56670.508036
2.0,9,56670.733678
0.0,50,56671.280823
0.0,50,56674.178051
1.0,50,56674.917907
1.0,1,56675.014584
4.0,30,56675.563818
0.0,50,56676.099047
2.0,6,56676.242574
4.0,4,56676.413819
5.0,39,56677.156341
3.0,15,56677.258425
2.0,50,56677.755477
2.0,13,56678.023079
0.0,50,56679.477895
1.0,2,56679.531475
1.0,1,56679.591146
1.0,50,56680.944273
1.0,3,56680.999981
4.0,4,56681.071919
1.0,50,56681.859942
2.0,3,56681.923463
0.0,50,56686.502321
1.0,10,56686.610775
1.0,50,56687.147801
2.0,13,56687.376262
2.0,50,56688.149851
3.0,15,56688.439145
2.0,4,56688.507896
0.0,50,56690.019087
4.0,38,56690.713823
1.0,50,56691.639794
0.0,50,56692.629467
1.0,50,56693.776363
1.0,50,56694.30772
1.0,50,56694.851326
2.0,10,56694.929028
3.0,6,56695.006194
2.0,4,56695.1469
3.0,9,56695.22514
0.0,50,56695.72119
1.0,50,56696.485014
1.0,50,56697.442647
2.0,3,56697.507292
0.0,50,56697.954372
3.0,22,56698.499248
2.0,2,56698.527642
0.0,50,56699.615073
1.0,50,56701.515028
3.0,13,56701.665912
1.0,50,56739.264289
2.0,50,56741.401624
3.0,20,56741.841565
3.0,34,56742.048122
0.0,50,56742.728804
1.0,3,56742.781969
0.0,50,56743.059125
3.0,17,56743.609621
1.0,50,56744.647568
