rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/learning_rate,train/value_loss,train/is_line_search_success,train/n_updates,train/kl_divergence_loss,train/policy_objective,train/explained_variance
28.07,25,63927,1624064,1.77,793,0.001,0.1998377991374582,1.0,792,0.009772202000021935,0.031230159103870392,0.2435583472251892
28.41,25,64010,1626112,1.88,794,0.001,0.14082333706319333,1.0,793,0.006049969233572483,0.010596019215881824,0.30614256858825684
27.79,25,64094,1628160,1.76,795,0.001,0.15707394145429135,1.0,794,0.007711011916399002,0.013999027200043201,0.32234734296798706
25.14,25,64178,1630208,2.0,796,0.001,0.13576598707586526,1.0,795,0.006453207693994045,0.016667764633893967,0.36172181367874146
25.23,25,64257,1632256,1.79,797,0.001,0.1877568991854787,1.0,796,0.0067497724667191505,0.012911041267216206,0.27449285984039307
29.69,25,64335,1634304,1.53,798,0.001,0.14764964035712183,1.0,797,0.009852842427790165,0.014868252910673618,0.3079058527946472
27.88,25,64424,1636352,1.57,799,0.001,0.13050768300890922,1.0,798,0.006653097458183765,0.012380894273519516,0.3328075408935547
30.36,25,64506,1638400,1.56,800,0.001,0.11016826645936817,1.0,799,0.007474811747670174,0.03447769582271576,0.3530898094177246
28.5,25,64591,1640448,1.76,801,0.001,0.12628162014298142,1.0,800,0.007721746806055307,0.014893276616930962,0.26216965913772583
28.89,25,64674,1642496,1.83,802,0.001,0.157389472797513,1.0,801,0.008508915081620216,0.01601748913526535,0.3356689214706421
27.49,25,64750,1644544,1.8,803,0.001,0.13675571912899614,1.0,802,0.009734452702105045,0.02391449175775051,0.3225385546684265
24.74,25,64825,1646592,1.79,804,0.001,0.17014491595327855,1.0,803,0.009294051676988602,0.04366249591112137,0.30890268087387085
24.69,25,64907,1648640,1.86,805,0.001,0.17410430358722806,1.0,804,0.008738407865166664,0.02693256177008152,0.3860814571380615
27.54,25,64989,1650688,1.77,806,0.001,0.15843333206139504,1.0,805,0.007670603692531586,0.020197393372654915,0.38084322214126587
29.35,25,65076,1652736,1.68,807,0.001,0.13910116404294967,1.0,806,0.006105527747422457,0.01669396460056305,0.37303292751312256
27.43,25,65165,1654784,1.67,808,0.001,0.14198638601228594,1.0,807,0.007192037533968687,0.013714798726141453,0.25585293769836426
23.98,25,65258,1656832,1.8,809,0.001,0.14638379744719715,1.0,808,0.006322690285742283,0.020488880574703217,0.34173309803009033
27.22,25,65334,1658880,2.13,810,0.001,0.15517971143126488,1.0,809,0.009550277143716812,0.01927299052476883,0.35442572832107544
27.97,25,65417,1660928,1.93,811,0.001,0.22449786798097193,1.0,810,0.007372614927589893,0.01852385513484478,0.3413698077201843
29.65,25,65509,1662976,1.57,812,0.001,0.1298557082656771,1.0,811,0.0068538133054971695,0.010644829832017422,0.3842010498046875
26.13,25,65595,1665024,1.67,813,0.001,0.11417084157001227,1.0,812,0.009308014065027237,0.017894364893436432,0.3927709460258484
25.8,25,65673,1667072,1.91,814,0.001,0.168924051662907,1.0,813,0.007637877017259598,0.017269786447286606,0.31168198585510254
27.53,25,65765,1669120,1.84,815,0.001,0.1916550702881068,1.0,814,0.006634046323597431,0.014077708125114441,0.32088786363601685
25.56,25,65846,1671168,1.87,816,0.001,0.13920046146959067,1.0,815,0.008878877386450768,0.020161569118499756,0.33932214975357056
25.91,25,65928,1673216,1.75,817,0.001,0.2019679184537381,1.0,816,0.003926231525838375,0.012858064845204353,0.20626163482666016
26.44,25,66018,1675264,1.76,818,0.001,0.15351494620554149,1.0,817,0.00713266059756279,0.02264941856265068,0.27826178073883057
27.51,25,66106,1677312,1.73,819,0.001,0.14749686387367547,1.0,818,0.009172987192869186,0.011947505176067352,0.3306490182876587
26.54,25,66194,1679360,1.71,820,0.001,0.15856804598588498,1.0,819,0.006729804445058107,0.014493905007839203,0.3168347477912903
25.81,25,66273,1681408,1.64,821,0.001,0.15446213036775588,1.0,820,0.00781663041561842,0.016724081709980965,0.28333616256713867
28.71,25,66357,1683456,1.76,822,0.001,0.14142552451230586,1.0,821,0.00730498181656003,0.016564656049013138,0.31416237354278564
28.93,25,66433,1685504,1.68,823,0.001,0.1461539927404374,1.0,822,0.009899161756038666,0.021828506141901016,0.3240644335746765
30.49,25,66515,1687552,1.81,824,0.001,0.14483968131244182,1.0,823,0.009248536080121994,0.018620949238538742,0.3150326609611511
28.35,25,66628,1689600,1.53,825,0.001,0.12816169448196887,0.0,824,0.0,-0.00033038854598999023,0.35936659574508667
25.54,25,66710,1691648,1.79,826,0.001,0.14283261876553296,1.0,825,0.007357089780271053,0.015691982582211494,0.2775759696960449
25.69,25,66782,1693696,1.84,827,0.001,0.18065500808879734,1.0,826,0.008452530018985271,0.01614295318722725,0.2949991822242737
26.7,25,66867,1695744,1.54,828,0.001,0.2014894208405167,1.0,827,0.006289437413215637,0.011320289224386215,0.2507486343383789
23.78,25,66953,1697792,1.73,829,0.001,0.11803649445064365,1.0,828,0.00964338518679142,0.018161896616220474,0.3218492269515991
29.05,25,67032,1699840,1.73,830,0.001,0.16970484801568092,1.0,829,0.009500471875071526,0.016177870333194733,0.298079252243042
25.06,25,67113,1701888,1.9,831,0.001,0.14012550935149193,1.0,830,0.006774127017706633,0.016562942415475845,0.2663467526435852
26.7,25,67201,1703936,1.79,832,0.001,0.20946234609000386,1.0,831,0.007104130461812019,0.020075660198926926,0.3198259472846985
28.14,25,67285,1705984,1.67,833,0.001,0.15989656881429254,1.0,832,0.0068605332635343075,0.014044067822396755,0.2690667510032654
25.03,25,67372,1708032,1.83,834,0.001,0.142659573815763,1.0,833,0.007796511985361576,0.015836648643016815,0.3659752607345581
26.57,25,67460,1710080,1.75,835,0.001,0.14508598102256656,1.0,834,0.009562465362250805,0.0160566084086895,0.43256664276123047
27.96,25,67543,1712128,1.8,836,0.001,0.16497201505117118,1.0,835,0.007107638753950596,0.01897919364273548,0.3581423759460449
27.94,25,67631,1714176,1.94,837,0.001,0.13870736584067345,1.0,836,0.006641175597906113,0.015050379559397697,0.3408229351043701
23.43,25,67720,1716224,1.57,838,0.001,0.18656907174736262,1.0,837,0.008851318620145321,0.020268850028514862,0.3249592185020447
29.06,25,67802,1718272,1.56,839,0.001,0.16907978272065521,1.0,838,0.008918169885873795,0.019503822550177574,0.30474698543548584
24.54,25,67885,1720320,1.68,840,0.001,0.11717968315351754,1.0,839,0.009508228860795498,0.018097786232829094,0.26871442794799805
24.43,25,67961,1722368,1.98,841,0.001,0.1371992226690054,1.0,840,0.007124606985598803,0.013998258858919144,0.37606996297836304
25.63,25,68049,1724416,1.94,842,0.001,0.20267407959327102,1.0,841,0.007234188728034496,0.016606103628873825,0.2955268621444702
27.71,25,68155,1726464,1.74,843,0.001,0.1512159225065261,1.0,842,0.0005779846105724573,0.004628682043403387,0.35012662410736084
26.97,25,68244,1728512,1.74,844,0.001,0.1664976490661502,1.0,843,0.008572998456656933,0.019315257668495178,0.21044957637786865
26.83,25,68330,1730560,1.74,845,0.001,0.12004846744239331,1.0,844,0.008126222528517246,0.014073679223656654,0.43428194522857666
24.62,25,68413,1732608,1.96,846,0.001,0.1635757281910628,1.0,845,0.0051056817173957825,0.03214715048670769,0.25812864303588867
25.71,25,68498,1734656,1.56,847,0.001,0.2356981225311756,1.0,846,0.00790855661034584,0.019128546118736267,0.28326916694641113
25.14,25,68581,1736704,1.95,848,0.001,0.13917694427073002,1.0,847,0.009577690623700619,0.013702945783734322,0.327015221118927
24.15,25,68660,1738752,1.88,849,0.001,0.19064190881326795,1.0,848,0.007872890681028366,0.014692500233650208,0.26035135984420776
23.07,25,68739,1740800,1.85,850,0.001,0.14944772943854331,1.0,849,0.008266441524028778,0.012869578786194324,0.3401523232460022
27.05,25,68817,1742848,1.98,851,0.001,0.16134573332965374,1.0,850,0.006871805060654879,0.017885886132717133,0.40214794874191284
27.75,25,68909,1744896,1.85,852,0.001,0.19573071268387138,1.0,851,0.0056379977613687515,0.01254563219845295,0.16309046745300293
28.13,25,68986,1746944,2.06,853,0.001,0.17077840510755776,1.0,852,0.009448411874473095,0.032593756914138794,0.31267333030700684
28.73,25,69058,1748992,1.86,854,0.001,0.1755921460222453,1.0,853,0.009798211976885796,0.018686171621084213,0.26823878288269043
